rank,bgg_url,game_id,name,min_players,max_players,avg_time,min_time,max_time,weight,year,age,avg_rating,geek_rating,num_votes,owned,designer
1787,https://boardgamegeek.com/boardgame/146221,146221,Forge War,1,4,180,60,180,3.7542,2015,12,7.18301,6.24355,1599,2886,Isaac Childres
1788,https://boardgamegeek.com/boardgame/252399,252399,Vast: The Mysterious Manor,1,5,120,60,120,3.6875,2019,13,7.4952,6.24364,1214,4280,Patrick Leder
1789,https://boardgamegeek.com/boardgame/28089,28089,Burg Appenzell,2,4,30,30,30,1.5852,2007,6,6.85529,6.2431,2440,3309,"Jens-Peter Schliemann, Bernhard Weber"
1790,https://boardgamegeek.com/boardgame/206084,206084,Nautilion,1,2,30,15,30,1.9362,2016,10,7.21598,6.24362,1540,3779,Shadi Torbey
1791,https://boardgamegeek.com/boardgame/171726,171726,Project: ELITE,1,4,30,30,30,2.4286,2016,12,7.57951,6.24308,1121,1532,"Konstantinos Kokkinis, Sotirios Tsantilas"
1792,https://boardgamegeek.com/boardgame/138649,138649,DC Comics Dice Masters: Justice League,2,2,60,60,60,2.2857,2015,14,7.2993,6.2426,1402,3245,"Mike Elliott, Eric M. Lang"
1793,https://boardgamegeek.com/boardgame/205610,205610,A Game of Thrones: Hand of the King,2,4,30,15,30,1.2247,2016,14,6.62927,6.24214,4184,8155,Bruno Cathala
1794,https://boardgamegeek.com/boardgame/37907,37907,Diamonds Club,2,4,75,60,75,2.6328,2008,10,7.048,6.24181,1783,1551,Rüdiger Dorn
1795,https://boardgamegeek.com/boardgame/71074,71074,Expedition: Northwest Passage,1,4,60,60,60,2.6983,2010,14,6.97225,6.24054,1976,2294,Yves Tourigny
1796,https://boardgamegeek.com/boardgame/359152,359152,Marvel: Remix,2,6,20,20,20,1.8947,2022,12,7.46919,6.2402,1151,2266,Bruce Glassco
1797,https://boardgamegeek.com/boardgame/293835,293835,Oltréé,2,4,120,60,120,2.3469,2021,8,7.54502,6.23975,1214,2701,"Antoine Bauza, John Grümph"
1798,https://boardgamegeek.com/boardgame/347013,347013,Get on Board: New York & London,2,5,30,30,30,1.9189,2022,8,6.99167,6.23904,1916,3364,Saashi
1799,https://boardgamegeek.com/boardgame/298229,298229,Steampunk Rally Fusion,2,8,60,45,60,2.7576,2021,14,7.46291,6.23822,1194,3573,Orin Bishop
1800,https://boardgamegeek.com/boardgame/24742,24742,Cold War: CIA vs KGB,2,2,60,30,60,1.8543,2007,12,6.62375,6.2383,4126,6388,"Sébastien Gigaudaut, David Rakoto"
1801,https://boardgamegeek.com/boardgame/37387,37387,Steel Driver,3,6,60,60,60,2.7982,2008,11,6.96749,6.23813,1943,2245,Martin Wallace
1802,https://boardgamegeek.com/boardgame/350458,350458,Terracotta Army,1,4,120,90,120,3.3,2022,14,7.59392,6.23706,1113,2422,"Przemysław Fornal, Adam Kwapiński"
1803,https://boardgamegeek.com/boardgame/19622,19622,A Victory Lost: Crisis in Ukraine 1942-1943,2,2,360,360,360,2.5645,2006,12,7.65333,6.23676,1079,2012,Tetsuya Nakamura
1804,https://boardgamegeek.com/boardgame/344258,344258,That Time You Killed Me,2,2,30,15,30,2.5455,2021,10,7.67604,6.23747,1071,2821,Peter C. Hayward
1805,https://boardgamegeek.com/boardgame/180852,180852,Tiny Epic Western,1,4,45,30,45,2.8818,2016,14,6.63946,6.23615,4124,11924,Scott Almes
1806,https://boardgamegeek.com/boardgame/211716,211716,John Company,1,6,180,90,180,4.1546,2017,14,7.39845,6.23522,1238,1997,Cole Wehrle
1807,https://boardgamegeek.com/boardgame/35503,35503,Ra: The Dice Game,2,4,45,45,45,1.7373,2009,10,6.77853,6.23478,2567,2302,Reiner Knizia
1808,https://boardgamegeek.com/boardgame/217083,217083,LYNGK,2,2,60,30,60,2.8182,2017,13,7.58952,6.23458,1088,2408,Kris Burm
1809,https://boardgamegeek.com/boardgame/324090,324090,Scarface 1920,1,4,150,90,150,3.6977,2023,14,8.16322,6.23659,950,2190,"Toni Serradesanferm, Daniel Simon"
1810,https://boardgamegeek.com/boardgame/253618,253618,5-Minute Marvel,2,5,5,5,5,1.1429,2018,8,6.80167,6.23379,2749,6393,Connor Reid
1811,https://boardgamegeek.com/boardgame/42673,42673,Field Commander: Napoleon,1,1,180,180,180,2.7905,2011,12,7.70965,6.23331,1048,2596,Dan Verssen
1812,https://boardgamegeek.com/boardgame/363369,363369,Starship Captains,1,4,100,40,100,2.3774,2022,12,7.26589,6.23401,1408,2694,Peter B. Hoffgaard
1813,https://boardgamegeek.com/boardgame/160902,160902,Dungeons & Dragons Dice Masters: Battle for Faerûn,2,2,60,30,60,2.1967,2015,14,7.21274,6.23292,1495,3540,"Mike Elliott, Eric M. Lang"
1814,https://boardgamegeek.com/boardgame/21551,21551,SPQR (Deluxe Edition),1,4,240,240,240,3.9043,2008,12,8.03294,6.23287,851,2743,"Richard H. Berg, Mark Herman"
1815,https://boardgamegeek.com/boardgame/1107,1107,Nyet!,2,5,30,30,30,1.9062,1997,10,6.76662,6.23286,2637,4512,Stefan Dorra
1816,https://boardgamegeek.com/boardgame/174078,174078,Holmes: Sherlock & Mycroft,2,2,30,20,30,1.8158,2015,10,6.79336,6.23214,2650,4978,Diego Ibáñez
1817,https://boardgamegeek.com/boardgame/730,730,Breakout: Normandy,2,2,240,240,240,3.3913,1992,12,7.69146,6.23263,1041,2331,"Don Greenwood, James Stahler"
1818,https://boardgamegeek.com/boardgame/1887,1887,Legend of the Five Rings,2,8,45,45,45,3.2857,1995,12,7.15966,6.2326,1690,2290,"Jeff Alexander, Brent Keith, Bryan Reese, David Seay, Dave Williams (II), Mark Wootton, John Zinser"
1819,https://boardgamegeek.com/boardgame/1662,1662,"Napoléon: The Waterloo Campaign, 1815",2,3,120,120,120,2.4833,1974,12,7.34564,6.2324,1339,2776,"Tom Dalgliesh, Ron Gibson, Lance Gutteridge"
1820,https://boardgamegeek.com/boardgame/228372,228372,Iberian Gauge,3,5,90,60,90,2.375,2017,12,7.34056,6.23239,1268,2704,Amabel Holland
1821,https://boardgamegeek.com/boardgame/38992,38992,Royal Palace,2,4,60,60,60,2.7798,2008,12,6.86871,6.23232,2205,2541,Xavier Georges
1822,https://boardgamegeek.com/boardgame/202977,202977,Cytosis: A Cell Biology Board Game,2,5,90,60,90,2.4464,2017,10,7.02303,6.23188,2032,5542,John Coveyou
1823,https://boardgamegeek.com/boardgame/207572,207572,Holland '44: Operation Market-Garden,2,2,900,240,900,3.8333,2017,0,8.30186,6.23258,784,2635,Mark Simonitch
1824,https://boardgamegeek.com/boardgame/1219,1219,Labyrinth,2,4,20,20,20,1.3537,1986,8,6.40265,6.23164,13003,25832,Max J. Kobbert
1825,https://boardgamegeek.com/boardgame/267609,267609,Guards of Atlantis II,4,10,120,90,120,3.25,2022,14,8.57195,6.23203,699,971,Artyom Nichipurov
1826,https://boardgamegeek.com/boardgame/295905,295905,Cosmic Frog,2,6,90,45,90,3,2020,13,7.40285,6.23133,1261,2618,Jim Felli
1827,https://boardgamegeek.com/boardgame/256320,256320,Fertility,2,4,45,25,45,1.9737,2018,10,7.15879,6.23019,1541,2517,Cyrille Leroy
1828,https://boardgamegeek.com/boardgame/113636,113636,Edo,2,4,60,60,60,2.9643,2012,12,7.05193,6.23016,1706,2770,"Louis Malz, Stefan Malz"
1829,https://boardgamegeek.com/boardgame/66510,66510,The Red Dragon Inn 3,2,4,60,30,60,1.925,2011,13,7.20639,6.22995,1761,5274,"Cliff Bohm, Geoff Bottone, Jeff Morrow"
1830,https://boardgamegeek.com/boardgame/269725,269725,Corinth,2,4,30,20,30,1.6875,2019,8,6.74295,6.22989,2954,5341,Sébastien Pauchon
1831,https://boardgamegeek.com/boardgame/309105,309105,Sagani,1,4,60,30,60,1.9608,2020,8,7.16745,6.22957,1554,2411,Uwe Rosenberg
1832,https://boardgamegeek.com/boardgame/223376,223376,A Song of Ice & Fire: Tabletop Miniatures Game – Stark vs Lannister Starter Set,2,2,60,45,60,2.9375,2018,14,8.11779,6.22944,982,2331,"Eric M. Lang, Michael Shinall"
1833,https://boardgamegeek.com/boardgame/174837,174837,Sol: Last Days of a Star,1,5,90,45,90,2.8421,2017,10,7.51177,6.22937,1158,1412,"Ryan Spangler, Sean Spangler"
1834,https://boardgamegeek.com/boardgame/238546,238546,The Rise of Queensdale,2,4,60,45,60,2.76,2018,12,7.45341,6.22963,1194,2497,"Inka Brand, Markus Brand"
1835,https://boardgamegeek.com/boardgame/250881,250881,Dominations: Road to Civilization,2,4,120,60,120,3.6275,2019,13,7.47024,6.22866,1193,2387,"Eric Dubus, Olivier Melison"
1836,https://boardgamegeek.com/boardgame/398,398,Wildlife Safari,2,5,30,20,30,1.2918,1994,7,6.68392,6.2278,3098,3791,Reiner Knizia
1837,https://boardgamegeek.com/boardgame/37358,37358,Founding Fathers,3,5,90,90,90,2.7484,2010,13,6.95537,6.2276,1912,2237,"Christian Leonhard, Jason Matthews"
1838,https://boardgamegeek.com/boardgame/293678,293678,Stellar,2,2,30,30,30,2.1628,2020,8,7.40053,6.22754,1250,3239,"Ben Pinchback, Matt Riddle"
1839,https://boardgamegeek.com/boardgame/230383,230383,Memoarrr!,2,4,20,10,20,1.2368,2017,8,6.89144,6.22743,2173,4270,Carlo Bortolini
1840,https://boardgamegeek.com/boardgame/21133,21133,Infinity N3: Core Book,2,2,120,90,120,3.9208,2005,12,8.05516,6.22704,855,1421,"Fernando Liste, Gutier Lusquiños Rodríguez, Carlos Torres"
1841,https://boardgamegeek.com/boardgame/157,157,Eurorails,2,6,240,180,240,2.7415,1990,10,7.10119,6.22696,1818,2718,"Darwin Bromley, Steven Courtemanche, Larry Roznai"
1842,https://boardgamegeek.com/boardgame/338460,338460,The Isle of Cats: Explore & Draw,1,6,45,30,45,2.2632,2022,10,7.50855,6.22677,1119,3504,Frank West
1843,https://boardgamegeek.com/boardgame/3931,3931,Mare Nostrum,3,5,120,120,120,2.9886,2003,10,6.72428,6.22398,3208,3535,Serge Laget
1844,https://boardgamegeek.com/boardgame/63759,63759,Seeland,2,4,60,45,60,2.3106,2010,9,6.91222,6.22427,2032,2950,"Günter Burkhardt, Wolfgang Kramer"
1845,https://boardgamegeek.com/boardgame/146418,146418,Warhammer: Diskwars,2,4,90,45,90,2.7717,2013,14,7.06648,6.22367,1993,4339,"Tom Jolly, Lukas Litzsinger, Christian T. Petersen"
1846,https://boardgamegeek.com/boardgame/155255,155255,Pax Pamir,2,5,120,60,120,3.6941,2015,12,7.43175,6.22325,1188,2050,"Phil Eklund, Cole Wehrle"
1847,https://boardgamegeek.com/boardgame/163370,163370,Carcassonne: Gold Rush,2,5,35,35,35,1.9492,2014,8,7.15526,6.2228,1571,3187,Klaus-Jürgen Wrede
1848,https://boardgamegeek.com/boardgame/284121,284121,Uprising: Curse of the Last Emperor,1,4,240,120,240,3.7368,2021,13,8.3737,6.22313,760,1337,"Cornelius Cremin, Pawel Mazur, Dirk Sommer"
1849,https://boardgamegeek.com/boardgame/38765,38765,Ground Floor,2,6,150,90,150,3.7175,2012,12,7.00023,6.22216,1742,2339,David Short
1850,https://boardgamegeek.com/boardgame/196496,196496,Warfighter: The WWII Tactical Combat Card Game,1,6,90,30,90,3.14,2016,0,7.87232,6.22189,1024,2637,Dan Verssen
1851,https://boardgamegeek.com/boardgame/49,49,Mamma Mia!,2,5,30,30,30,1.3668,1998,10,6.46972,6.22153,6095,8262,Uwe Rosenberg
1852,https://boardgamegeek.com/boardgame/322656,322656,burncycle,1,4,180,45,180,3.942,2022,13,8.0574,6.22134,854,2241,"Josh J. Carlson, Shannon Wedge"
1853,https://boardgamegeek.com/boardgame/335212,335212,Sentinels of the Multiverse: Definitive Edition,1,5,60,30,60,2.8182,2022,8,8.44215,6.2213,725,1962,"Christopher Badell, Adam Rebottaro"
1854,https://boardgamegeek.com/boardgame/120,120,Hoity Toity,2,5,45,45,45,1.8673,1990,12,6.51262,6.22054,5219,8115,Klaus Teuber
1855,https://boardgamegeek.com/boardgame/66588,66588,Wits & Wagers Family,3,10,20,20,20,1.0988,2010,8,6.91433,6.22053,2039,4367,Dominic Crapuchettes
1856,https://boardgamegeek.com/boardgame/214484,214484,HEXplore It: The Valley of the Dead King,1,6,180,60,180,3.2195,2017,12,7.76375,6.22031,1064,2605,"Kat Kimoundri, Nathan Loos, Jonathan Mariucci"
1857,https://boardgamegeek.com/boardgame/216632,216632,Tournament at Camelot,3,6,45,45,45,2.3462,2017,14,7.15057,6.21999,1623,3218,"Karen Boginski, Jody Boginski-Barbessi, Kenneth C. Shannon, III"
1858,https://boardgamegeek.com/boardgame/285905,285905,Marvel: Crisis Protocol,2,2,45,45,45,3,2019,14,8.32961,6.22033,833,2410,"Will Pagani, Will Shick"
1859,https://boardgamegeek.com/boardgame/16267,16267,Trans Europa,2,6,20,20,20,1.4057,2005,8,6.64977,6.21972,3346,3701,Franz-Benno Delonge
1860,https://boardgamegeek.com/boardgame/526,526,Abalone,2,2,30,30,30,2.1649,1987,7,6.47328,6.21967,7351,11855,"Michel Lalet, Laurent Levi"
1861,https://boardgamegeek.com/boardgame/238393,238393,Monolith Arena,2,4,45,30,45,2.3636,2018,10,7.41921,6.21848,1241,2623,Michał Oracz
1862,https://boardgamegeek.com/boardgame/248005,248005,Ganymede,2,4,40,20,40,2.2542,2018,14,7.17727,6.21917,1577,2769,Hope S. Hwang
1863,https://boardgamegeek.com/boardgame/1032,1032,B-17: Queen of the Skies,1,2,60,20,60,2.3292,1981,12,7.11071,6.21836,2019,3670,"Glen Frank, Bruce Shelley"
1864,https://boardgamegeek.com/boardgame/301919,301919,Pandemic: Hot Zone – North America,2,4,30,30,30,1.8444,2020,8,7.03979,6.21811,1820,6101,Matt Leacock
1865,https://boardgamegeek.com/boardgame/145588,145588,Citrus,2,5,60,60,60,2.5161,2013,10,7.0993,6.21766,1592,2161,Jeffrey D. Allers
1866,https://boardgamegeek.com/boardgame/56931,56931,Arena: Roma II,2,2,45,30,45,1.9262,2009,8,6.87704,6.21743,2132,2907,Stefan Feld
1867,https://boardgamegeek.com/boardgame/6205,6205,Europe Engulfed: WWII European Theatre Block Game,2,3,720,720,720,3.7621,2003,14,7.45933,6.21726,1295,2343,"Jesse Evans, Rick Young"
1868,https://boardgamegeek.com/boardgame/257732,257732,Pax Transhumanity,1,4,150,60,150,4.3947,2019,12,7.53362,6.21713,1056,2786,Matt Eklund
1869,https://boardgamegeek.com/boardgame/240271,240271,Core Space,1,6,180,45,180,3,2019,14,8.68379,6.21692,937,1903,"Wayne Abela, Colin Young"
1870,https://boardgamegeek.com/boardgame/192945,192945,Coal Baron: The Great Card Game,2,4,80,50,80,2.7179,2016,10,7.09035,6.21656,1624,3338,"Michael Kiesling, Wolfgang Kramer"
1871,https://boardgamegeek.com/boardgame/24703,24703,Heroscape Marvel: The Conflict Begins,2,2,60,60,60,2.0615,2007,8,7.02229,6.21659,1917,4239,"Stephen Baker, Rob Daviau, Chris Nelson, Craig Van Ness"
1872,https://boardgamegeek.com/boardgame/331401,331401,Dog Park,1,4,80,40,80,2.1562,2022,10,7.25711,6.2167,1534,4143,"Lottie Hazell, Jack Hazell"
1873,https://boardgamegeek.com/boardgame/6901,6901,Euchre,2,7,45,45,45,1.6928,1848,8,6.8165,6.21602,2550,1979,(Uncredited)
1874,https://boardgamegeek.com/boardgame/340,340,Frank's Zoo,3,7,60,60,60,1.5217,1999,10,6.61461,6.21562,3650,5461,"Doris Matthäus, Frank Nestel"
1875,https://boardgamegeek.com/boardgame/12477,12477,Bootleggers,3,6,90,90,90,2.626,2004,14,6.68417,6.2153,3241,4341,"Don Beyer, Ray Eifler, Steve Gross"
1876,https://boardgamegeek.com/boardgame/195528,195528,La Granja: No Siesta,1,4,45,30,45,2.1892,2016,10,6.79065,6.21524,2379,3570,"Andreas ""ode."" Odendahl"
1877,https://boardgamegeek.com/boardgame/144529,144529,Theseus: The Dark Orbit,2,4,90,45,90,2.8718,2013,8,7.02081,6.21521,1824,2915,Michał Oracz
1878,https://boardgamegeek.com/boardgame/85005,85005,The Boss,2,6,40,40,40,1.7867,2010,10,6.78487,6.21494,2579,2871,Alain Ollier
1879,https://boardgamegeek.com/boardgame/33154,33154,Wasabi!,2,4,45,30,45,1.9026,2008,10,6.53061,6.21455,4851,4974,"Josh Cappel, Adam Gertzbein"
1880,https://boardgamegeek.com/boardgame/245931,245931,Neta-Tanka: Deluxe Edition,1,5,90,60,90,2.8226,2019,14,7.19637,6.21413,1444,2831,Hervé Rigal
1881,https://boardgamegeek.com/boardgame/155695,155695,Age of War,2,6,30,15,30,1.1159,2014,14,6.4549,6.21364,7659,11614,Reiner Knizia
1882,https://boardgamegeek.com/boardgame/281549,281549,Beast,2,4,120,60,120,2.9138,2023,14,7.76703,6.21392,1148,3447,"Aron Midhall, Elon Midhall, Assar Pettersson"
1883,https://boardgamegeek.com/boardgame/36648,36648,Pyramid of Pengqueen,2,5,45,30,45,1.3717,2008,8,6.88769,6.2136,2070,2998,Marcel-André Casasola Merkle
1884,https://boardgamegeek.com/boardgame/261594,261594,Warhammer Underworlds: Nightvault,2,2,60,30,60,2.4737,2018,12,7.76525,6.21244,977,2665,David Sanders
1885,https://boardgamegeek.com/boardgame/75358,75358,Paris Connection,3,6,30,30,30,1.8182,2010,8,6.66171,6.2111,2976,3499,John Bohrer
1886,https://boardgamegeek.com/boardgame/267378,267378,Chakra,2,4,30,30,30,1.7209,2019,8,6.899,6.21054,2235,3203,Luka Krleža
1887,https://boardgamegeek.com/boardgame/274450,274450,Last Aurora,1,4,90,60,90,2.7455,2020,14,7.34127,6.21055,1399,2948,Mauro Chiabotto
1888,https://boardgamegeek.com/boardgame/157026,157026,Ascension: Realms Unraveled,1,4,30,30,30,2.1667,2014,13,7.5214,6.21027,1132,2131,Justin Gary
1889,https://boardgamegeek.com/boardgame/181345,181345,Dr. Eureka,2,4,15,15,15,1.0526,2015,8,6.58332,6.21008,3857,6832,Roberto Fraga
1890,https://boardgamegeek.com/boardgame/300010,300010,Dragomino,2,4,15,15,15,1.0909,2020,5,7.08991,6.20892,1671,4034,"Bruno Cathala, Marie Fort, Wilfried Fort"
1891,https://boardgamegeek.com/boardgame/142961,142961,Thunderstone Advance: Numenera,1,5,90,60,90,2.7385,2013,12,7.2679,6.20856,1348,2996,"Joe Babbitt, Will M. Baker, Edward Bolme, Curt Crane, Mike Elliott, Jeff Quick, Mark Wootton"
1892,https://boardgamegeek.com/boardgame/127997,127997,Qin,2,4,30,30,30,2.027,2012,8,6.78826,6.20832,2384,2883,Reiner Knizia
1893,https://boardgamegeek.com/boardgame/179303,179303,Cthulhu Realms,2,4,45,25,45,2.0879,2015,14,6.6937,6.20772,3170,5373,Darwin Kastle
1894,https://boardgamegeek.com/boardgame/136955,136955,Hands in the Sea,2,2,120,90,120,3.1765,2016,14,7.84316,6.20792,852,1791,Daniel Berger (I)
1895,https://boardgamegeek.com/boardgame/128667,128667,Samurai Sword,3,7,40,20,40,1.7607,2012,8,6.65829,6.20716,3768,6680,Emiliano Sciarra
1896,https://boardgamegeek.com/boardgame/342857,342857,"Air, Land, and Sea: Critters at War",2,2,30,15,30,1.6111,2021,14,7.5447,6.20894,1033,2806,Jon Perry
1897,https://boardgamegeek.com/boardgame/125752,125752,Race! Formula 90,2,6,270,90,270,3.5283,2013,14,7.95805,6.20699,860,1055,Alessandro Lala
1898,https://boardgamegeek.com/boardgame/300683,300683,Meeple Land,2,4,45,45,45,1.9211,2020,8,7.27672,6.20645,1405,3314,"Cyrille Allard, Frédéric Guérard"
1899,https://boardgamegeek.com/boardgame/356414,356414,Space Station Phoenix,2,4,120,60,120,3.0217,2022,14,7.39876,6.20625,1147,1488,Gabriel J. Cohn
1900,https://boardgamegeek.com/boardgame/253684,253684,Spring Meadow,1,4,60,15,60,1.8158,2018,10,7.06575,6.20611,1611,3088,Uwe Rosenberg
1901,https://boardgamegeek.com/boardgame/113289,113289,Snake Oil,3,10,30,20,30,1.1395,2010,10,6.67771,6.20573,3175,5918,Jeff Ochs
1902,https://boardgamegeek.com/boardgame/128442,128442,Relic,2,4,120,60,120,2.4805,2013,14,6.75862,6.20552,3277,6411,"John Goodenough, Jason Walden"
1903,https://boardgamegeek.com/boardgame/31105,31105,Archaeology: The Card Game,2,4,20,20,20,1.3403,2007,8,6.66007,6.20545,3202,3761,Phil Walker-Harding
1904,https://boardgamegeek.com/boardgame/218293,218293,Rise to Nobility,1,6,150,25,150,3.2987,2018,14,6.97577,6.20529,1948,4174,"Vojkan Krstevski, Ivana Krstevski, Maja Matovska, Toni Toshevski"
1905,https://boardgamegeek.com/boardgame/317434,317434,Exit: The Game – Advent Calendar: The Mystery of the Ice Cave,1,99,90,45,90,2.0769,2020,10,7.99604,6.2058,758,1193,"Inka Brand, Markus Brand"
1906,https://boardgamegeek.com/boardgame/309430,309430,Tiny Epic Pirates,1,4,60,30,60,2.8923,2021,14,7.07366,6.20465,1787,6765,Scott Almes
1907,https://boardgamegeek.com/boardgame/318546,318546,CoraQuest,1,4,60,45,60,2.0345,2022,6,8.07785,6.20317,887,2366,"Dan Hughes, Cora Hughes"
1908,https://boardgamegeek.com/boardgame/73,73,Show Manager,2,6,60,60,60,2.0943,1996,10,6.98635,6.20363,1781,2007,Dirk Henn
1909,https://boardgamegeek.com/boardgame/174973,174973,Boss Monster 2: The Next Level,2,4,30,20,30,1.8353,2015,13,6.71913,6.20304,3676,11716,"Johnny O'Neal, Chris O'Neal, Christopher O'Neal"
1910,https://boardgamegeek.com/boardgame/205125,205125,Ticket to Ride: First Journey (U.S.),2,4,30,15,30,1.4286,2016,6,6.8981,6.20283,2172,6512,Alan R. Moon
1911,https://boardgamegeek.com/boardgame/28259,28259,Cutthroat Caverns,3,6,90,90,90,2.0798,2007,12,6.52223,6.2029,5012,6998,Curt Covert
1912,https://boardgamegeek.com/boardgame/242653,242653,Mysthea,2,5,120,90,120,3.8065,2019,14,7.63291,6.20272,1096,2457,"Martino Chiacchiera, Marta Ciaccasassi"
1913,https://boardgamegeek.com/boardgame/232,232,Serenissima,2,4,120,120,120,3.0389,1996,12,6.85759,6.20231,2284,3177,"Dominique Ehrhard, Duccio Vitale"
1914,https://boardgamegeek.com/boardgame/155969,155969,Harbour,1,4,60,30,60,2.0743,2015,10,6.49686,6.2008,5115,10140,Scott Almes
1915,https://boardgamegeek.com/boardgame/162009,162009,The U.S. Civil War,2,2,360,150,360,3.8667,2015,0,8.30462,6.20061,755,2738,Mark Simonitch
1916,https://boardgamegeek.com/boardgame/259374,259374,Belratti,3,8,45,20,45,1.0571,2018,9,7.14931,6.20019,1418,2155,Michael Loth
1917,https://boardgamegeek.com/boardgame/148203,148203,Dutch Blitz,2,4,15,1,15,1.25,1960,8,6.7102,6.20044,3500,8192,Werner Ernst George Muller
1918,https://boardgamegeek.com/boardgame/337787,337787,Summer Camp,2,4,45,30,45,1.8857,2021,10,7.18934,6.2003,1415,4136,Phil Walker-Harding
1919,https://boardgamegeek.com/boardgame/294514,294514,5-Minute Mystery,1,6,30,5,30,1.1389,2020,8,7.10432,6.19995,1576,4151,Connor Reid
1920,https://boardgamegeek.com/boardgame/168681,168681,Beyond Baker Street,2,4,20,20,20,2.1707,2016,13,6.82894,6.19983,2143,3903,"Robin Lees, Steve Mackenzie"
