rank,bgg_url,game_id,name,min_players,max_players,avg_time,min_time,max_time,weight,year,age,avg_rating,geek_rating,num_votes,owned,designer
540,https://boardgamegeek.com/boardgame/91312,91312,Discworld: Ankh-Morpork,2,4,60,60,60,2.2061,2011,11,7.24636,6.90555,10180,12097,Martin Wallace
541,https://boardgamegeek.com/boardgame/290359,290359,Undaunted: North Africa,2,2,60,45,60,2.2419,2020,14,7.86998,6.90513,3093,10054,"Trevor Benjamin, David Thompson (I)"
542,https://boardgamegeek.com/boardgame/123123,123123,BattleCON: Devastation of Indines,1,5,45,45,45,3.0875,2013,10,7.84504,6.90484,3218,5158,"D. Brad Talton, Jr."
543,https://boardgamegeek.com/boardgame/133848,133848,Euphoria: Build a Better Dystopia,2,6,60,60,60,3.1185,2013,13,7.19311,6.90488,10551,14198,"Jamey Stegmaier, Alan Stone"
544,https://boardgamegeek.com/boardgame/177478,177478,IKI,2,4,90,60,90,3.0262,2015,14,7.68585,6.90575,3668,6730,Koota Yamada
545,https://boardgamegeek.com/boardgame/31730,31730,Wabash Cannonball,2,6,60,30,60,2.7774,2007,12,7.24455,6.90398,8114,8721,John Bohrer
546,https://boardgamegeek.com/boardgame/133473,133473,Sushi Go!,2,5,15,15,15,1.1581,2013,8,7.01386,6.90409,43611,76974,Phil Walker-Harding
547,https://boardgamegeek.com/boardgame/245961,245961,Fleet: The Dice Game,1,4,45,30,45,2.5185,2018,8,7.68388,6.90328,3529,6094,"Ben Pinchback, Matt Riddle"
548,https://boardgamegeek.com/boardgame/284189,284189,Foundations of Rome,2,4,90,60,90,1.9881,2022,13,8.03616,6.90355,2614,3870,Emerson Matsuuchi
549,https://boardgamegeek.com/boardgame/102652,102652,Sentinels of the Multiverse,2,5,60,30,60,2.5115,2011,8,7.16,6.90222,15798,22224,"Christopher Badell, Paul Bender, Adam Rebottaro"
550,https://boardgamegeek.com/boardgame/27173,27173,Vikings,2,4,60,60,60,2.5421,2007,10,7.24331,6.90129,8357,8087,Michael Kiesling
551,https://boardgamegeek.com/boardgame/97842,97842,Last Will,2,5,75,45,75,2.7179,2011,14,7.17345,6.90037,10123,11715,Vladimír Suchý
552,https://boardgamegeek.com/boardgame/196326,196326,Love Letter: Premium Edition,2,8,30,20,30,1.3267,2016,8,7.43731,6.89947,5540,9764,"Seiji Kanai, John Zinser"
553,https://boardgamegeek.com/boardgame/153938,153938,Camel Up,2,8,30,20,30,1.4775,2014,8,7.04167,6.89921,26066,33043,Steffen Bogen
554,https://boardgamegeek.com/boardgame/284435,284435,Nova Luna,1,4,60,30,60,1.8725,2019,8,7.31534,6.89925,7155,10690,"Uwe Rosenberg, Corné van Moorsel"
555,https://boardgamegeek.com/boardgame/292375,292375,The Great Wall,1,4,180,120,180,3.8457,2021,13,7.92664,6.89927,3152,6765,"Kamil 'Sanex' Cieśla, Robert Plesowicz, Łukasz Włodarczyk"
556,https://boardgamegeek.com/boardgame/345584,345584,Mindbug: First Contact,2,2,25,15,25,1.9783,2022,8,7.83344,6.8984,3466,7678,"Skaff Elias, Richard Garfield, Marvin Hegen, Christian Kudahl"
557,https://boardgamegeek.com/boardgame/58421,58421,Egizia,2,4,90,90,90,2.8359,2009,12,7.39511,6.8971,5402,4397,"Acchittocca, Flaminia Brasini, Virginio Gigli, Stefano Luperto, Antonio Tinto"
558,https://boardgamegeek.com/boardgame/181530,181530,Runebound (Third Edition),2,4,180,120,180,2.7077,2015,14,7.46354,6.89621,5894,9945,Lukas Litzsinger
559,https://boardgamegeek.com/boardgame/232043,232043,Queendomino,2,4,25,25,25,2.0492,2017,8,7.18709,6.89519,10322,20489,Bruno Cathala
560,https://boardgamegeek.com/boardgame/183251,183251,Karuba,2,4,40,30,40,1.4386,2015,8,7.1777,6.8943,10495,15016,Rüdiger Dorn
561,https://boardgamegeek.com/boardgame/42052,42052,Vinhos,2,4,135,60,135,4.2047,2010,12,7.47134,6.89375,4796,4790,Vital Lacerda
562,https://boardgamegeek.com/boardgame/265402,265402,In the Hall of the Mountain King,2,5,90,90,90,2.8165,2019,12,7.65206,6.89383,3948,7100,"Jay Cormier, Graeme Jahns"
563,https://boardgamegeek.com/boardgame/84419,84419,Space Empires 4X,1,4,240,60,240,3.3864,2011,14,7.6945,6.89342,3714,7425,Jim Krohn
564,https://boardgamegeek.com/boardgame/170561,170561,Valeria: Card Kingdoms,1,5,45,30,45,1.9776,2016,13,7.45137,6.89252,5410,8959,Isaias Vallejo
565,https://boardgamegeek.com/boardgame/22827,22827,StarCraft: The Board Game,2,6,240,180,240,3.8539,2007,12,7.34834,6.89082,7439,9303,"Corey Konieczka, Christian T. Petersen"
566,https://boardgamegeek.com/boardgame/475,475,Taj Mahal,2,5,90,45,90,2.9936,2000,12,7.26694,6.89097,7625,9373,Reiner Knizia
567,https://boardgamegeek.com/boardgame/34119,34119,Tales of the Arabian Nights,1,6,120,120,120,2.1483,2009,12,7.16748,6.88945,12499,17860,"Anthony J. Gallela, Eric Goldberg, Kevin Maroney, Zev Shlasinger"
568,https://boardgamegeek.com/boardgame/128780,128780,Pax Porfiriana,1,6,120,120,120,3.634,2012,12,7.66974,6.88965,3549,5776,"Matt Eklund, Phil Eklund, Jim Gutt"
569,https://boardgamegeek.com/boardgame/28023,28023,Jamaica,2,6,60,30,60,1.6614,2007,8,7.06322,6.88826,19194,27056,"Malcolm Braff, Bruno Cathala, Sébastien Pauchon"
570,https://boardgamegeek.com/boardgame/27746,27746,Colosseum,3,5,90,60,90,2.7557,2007,10,7.21053,6.88634,8860,10094,"Wolfgang Kramer, Markus Lübke"
571,https://boardgamegeek.com/boardgame/117959,117959,Las Vegas,2,5,30,30,30,1.1776,2012,8,7.154,6.8862,10820,13348,Rüdiger Dorn
572,https://boardgamegeek.com/boardgame/133038,133038,Pathfinder Adventure Card Game: Rise of the Runelords – Base Set,1,4,90,90,90,2.7151,2013,13,7.17478,6.88573,12604,18926,"Mike Selinker, Chad Brown, Tanis O'Connor, Paul Peterson, Gaby Weidling"
573,https://boardgamegeek.com/boardgame/151022,151022,Baseball Highlights: 2045,1,4,45,45,45,2.1974,2015,9,7.51537,6.88543,4402,5524,Mike Fitzgerald
574,https://boardgamegeek.com/boardgame/503,503,Through the Desert,2,5,45,45,45,2.2024,1998,10,7.08946,6.88006,13643,15032,Reiner Knizia
575,https://boardgamegeek.com/boardgame/283393,283393,Aquatica,1,4,60,30,60,2.2951,2019,12,7.38845,6.87945,5396,8528,Ivan Tuzovsky
576,https://boardgamegeek.com/boardgame/15363,15363,Nexus Ops,2,4,90,90,90,2.232,2005,12,7.20727,6.87859,8791,10958,"Charlie Catino, Steven Kimball"
577,https://boardgamegeek.com/boardgame/248490,248490,Atlantis Rising (Second Edition),1,7,120,60,120,2.4375,2019,10,7.59878,6.87794,3887,7492,"Galen Ciscell, Brent Dickman"
578,https://boardgamegeek.com/boardgame/2346,2346,DVONN,2,2,30,30,30,2.6632,2001,9,7.45418,6.87781,4908,6840,Kris Burm
579,https://boardgamegeek.com/boardgame/192836,192836,The Colonists,1,4,360,30,360,4.0796,2016,12,7.56084,6.87603,4075,7767,Tim Puls
580,https://boardgamegeek.com/boardgame/141572,141572,Paperback,2,5,45,45,45,1.9929,2014,8,7.13746,6.8746,10511,16428,Tim Fowers
581,https://boardgamegeek.com/boardgame/159508,159508,AquaSphere,2,4,100,100,100,3.6811,2014,12,7.25761,6.87368,7223,10776,Stefan Feld
582,https://boardgamegeek.com/boardgame/4390,4390,Carcassonne: Hunters and Gatherers,2,5,35,35,35,1.9218,2002,8,7.12885,6.87198,12593,16793,"Klaus-Jürgen Wrede, Bernd Brunnhofer"
583,https://boardgamegeek.com/boardgame/172308,172308,Broom Service,2,5,75,30,75,2.4059,2015,10,7.1679,6.87141,9809,15708,"Andreas Pelikan, Alexander Pfister"
584,https://boardgamegeek.com/boardgame/338834,338834,MicroMacro: Crime City – Full House,1,4,45,15,45,1.2241,2021,10,7.72472,6.86819,3112,10540,Johannes Sich
585,https://boardgamegeek.com/boardgame/350316,350316,Wayfarers of the South Tigris,1,4,90,60,90,3.7778,2022,12,7.90145,6.86672,2618,5972,"S J Macdonald, Shem Phillips"
586,https://boardgamegeek.com/boardgame/318182,318182,Imperium: Legends,1,4,120,60,120,3.681,2021,14,7.87338,6.86602,2854,8200,"Nigel Buckle, Dávid Turczi"
587,https://boardgamegeek.com/boardgame/264055,264055,Draftosaurus,2,5,15,15,15,1.2539,2019,8,7.11883,6.86568,11851,18887,"Antoine Bauza, Corentin Lebrat, Ludovic Maublanc, Théo Rivière"
588,https://boardgamegeek.com/boardgame/42215,42215,Tobago,2,4,60,60,60,2.1277,2009,10,7.10113,6.86539,11819,13544,Bruce Allen
589,https://boardgamegeek.com/boardgame/345972,345972,Cat in the Box: Deluxe Edition,2,5,40,20,40,1.9412,2022,13,7.66887,6.86603,3340,6968,Muneyuki Yokouchi (横内宗幸)
590,https://boardgamegeek.com/boardgame/280794,280794,Etherfields,1,4,180,90,180,3.4813,2020,12,8.00867,6.86399,3275,9495,Michał Oracz
591,https://boardgamegeek.com/boardgame/216734,216734,Dice Throne: Season One,2,6,40,20,40,2.0814,2018,8,7.53173,6.86218,5438,7714,"Nate Chatellier, Manny Trembley"
592,https://boardgamegeek.com/boardgame/130960,130960,Triumph & Tragedy: European Balance of Power 1936-1945,2,3,360,240,360,3.386,2015,12,8.15129,6.86119,2193,3496,Craig Besinque
593,https://boardgamegeek.com/boardgame/39351,39351,Automobile,3,5,120,120,120,3.5267,2009,12,7.3288,6.86083,5666,5339,Martin Wallace
594,https://boardgamegeek.com/boardgame/155703,155703,Evolution,2,6,60,60,60,2.431,2014,12,7.07246,6.85966,16002,22186,"Dominic Crapuchettes, Dmitry Knorre, Sergey Machin"
595,https://boardgamegeek.com/boardgame/9625,9625,Struggle of Empires,2,7,240,180,240,3.593,2004,13,7.52385,6.85628,4137,5675,Martin Wallace
596,https://boardgamegeek.com/boardgame/193949,193949,Star Trek: Ascendancy,3,3,180,180,180,3.1359,2016,14,7.8218,6.85477,3293,6372,"Aaron Dill, John Kovaleski, Sean Sweigart"
597,https://boardgamegeek.com/boardgame/269511,269511,Cooper Island,1,4,120,60,120,4.1661,2019,12,7.60589,6.85345,3615,6341,"Andreas ""ode."" Odendahl"
598,https://boardgamegeek.com/boardgame/39938,39938,Carson City,2,5,90,90,90,3.1835,2009,12,7.22471,6.85316,7106,5881,Xavier Georges
599,https://boardgamegeek.com/boardgame/356033,356033,Libertalia: Winds of Galecrest,1,6,60,45,60,2.125,2022,14,7.51227,6.85313,4261,8499,Paolo Mori
600,https://boardgamegeek.com/boardgame/205359,205359,Star Wars: Destiny,2,2,30,30,30,2.3068,2016,10,7.45946,6.85267,5310,8535,"Corey Konieczka, Lukas Litzsinger"
601,https://boardgamegeek.com/boardgame/270673,270673,Silver & Gold,2,4,20,20,20,1.1667,2019,8,7.22507,6.85231,7215,13627,Phil Walker-Harding
602,https://boardgamegeek.com/boardgame/160010,160010,Conan,2,5,90,90,90,2.75,2016,14,7.65408,6.85217,4471,8946,"Frédéric Henry, Antoine Bauza, Pascal Bernard, Bruno Cathala, Croc, Ludovic Maublanc, Laurent Pouchain"
603,https://boardgamegeek.com/boardgame/140603,140603,Francis Drake,3,5,120,90,120,2.9197,2013,14,7.38197,6.85205,5057,6547,Peter Hawes
604,https://boardgamegeek.com/boardgame/3685,3685,Hammer of the Scots,2,2,180,120,180,2.9673,2002,12,7.53072,6.85135,4076,5410,"Tom Dalgliesh, Jerry Taylor"
605,https://boardgamegeek.com/boardgame/131357,131357,Coup,2,6,15,15,15,1.4143,2012,13,6.9858,6.85098,43718,74391,Rikki Tahta
606,https://boardgamegeek.com/boardgame/266830,266830,QE,3,5,45,45,45,1.5714,2019,8,7.40402,6.85088,4682,7822,Gavin Birnbaum
607,https://boardgamegeek.com/boardgame/170624,170624,Crusaders: Thy Will Be Done,2,4,60,40,60,2.4496,2018,14,7.49995,6.84834,4061,5609,Seth Jaffee
608,https://boardgamegeek.com/boardgame/6472,6472,A Game of Thrones,3,5,180,180,180,3.4507,2003,12,7.17804,6.84871,10484,10159,"Christian T. Petersen, Kevin Wilson"
609,https://boardgamegeek.com/boardgame/135219,135219,The Battle of Five Armies,2,2,240,90,240,3.5921,2014,13,7.8833,6.84782,2774,6505,"Roberto Di Meglio, Marco Maggi, Francesco Nepitello"
610,https://boardgamegeek.com/boardgame/42776,42776,Gears of War: The Board Game,1,4,180,60,180,2.8793,2011,14,7.46787,6.84614,4995,7768,Corey Konieczka
611,https://boardgamegeek.com/boardgame/340466,340466,Unfathomable,3,6,240,120,240,3.0687,2021,14,7.59197,6.84551,4074,9006,"Tony Fanchi, Corey Konieczka"
612,https://boardgamegeek.com/boardgame/212445,212445,Blood Bowl (2016 Edition),2,2,180,60,180,3.5385,2016,12,7.98351,6.84572,2632,5224,"James M. Hewitt, Andy Hoare, Jervis Johnson"
613,https://boardgamegeek.com/boardgame/266121,266121,Unlock!: Heroic Adventures,1,6,60,60,60,2.2162,2018,10,7.64721,6.84515,3283,6697,"Mathieu Casnin, Thomas Cauët, Cyril Demaegd, Vincent Goyat, Dave Neale"
614,https://boardgamegeek.com/boardgame/218603,218603,Photosynthesis,2,4,60,30,60,2.2597,2017,10,7.00741,6.84514,22159,36515,Hjalmar Hach
615,https://boardgamegeek.com/boardgame/316412,316412,The LOOP,1,4,60,60,60,2.77,2020,12,7.78773,6.84396,3090,7001,"Maxime Rambourg, Théo Rivière"
616,https://boardgamegeek.com/boardgame/356123,356123,Turing Machine,1,4,20,20,20,2.4464,2022,14,7.94448,6.84553,2571,5619,"Fabien Gridel, Yoann Levet"
617,https://boardgamegeek.com/boardgame/143519,143519,Quantum,2,4,60,60,60,2.479,2013,13,7.24742,6.83991,7337,8203,Eric Zimmerman
618,https://boardgamegeek.com/boardgame/113924,113924,Zombicide,1,6,60,60,60,2.5351,2012,14,7.10988,6.83964,18361,26269,"Raphaël Guiton, Jean-Baptiste Lullien, Nicolas Raoult"
619,https://boardgamegeek.com/boardgame/30869,30869,Thebes,2,4,60,60,60,2.1565,2007,8,7.12734,6.83915,9707,11631,Peter Prinz
620,https://boardgamegeek.com/boardgame/374173,374173,Star Wars: The Deckbuilding Game,2,2,30,30,30,2.0109,2023,12,8.01701,6.8405,2580,6408,Caleb Grace
621,https://boardgamegeek.com/boardgame/286751,286751,Zombicide: 2nd Edition,1,6,60,60,60,2.4245,2021,14,8.03619,6.83945,2734,7714,"Raphaël Guiton, Jean-Baptiste Lullien, Nicolas Raoult"
622,https://boardgamegeek.com/boardgame/111799,111799,Cuba Libre,1,4,180,180,180,3.5826,2013,14,7.68979,6.83704,3142,6400,"Jeff Grossman, Volko Ruhnke"
623,https://boardgamegeek.com/boardgame/169255,169255,A Game of Thrones: The Card Game (Second Edition),2,4,120,60,120,3.5274,2015,14,7.51119,6.83684,4780,9089,"Nate French, Eric M. Lang"
624,https://boardgamegeek.com/boardgame/328565,328565,Caper: Europe,2,2,35,25,35,2.1356,2022,10,7.79487,6.83667,2809,5910,Unai Rubio
625,https://boardgamegeek.com/boardgame/332686,332686,John Company: Second Edition,1,6,240,90,240,4.4109,2022,13,8.38688,6.83597,1789,4737,Cole Wehrle
626,https://boardgamegeek.com/boardgame/183562,183562,Star Wars: X-Wing Miniatures Game – The Force Awakens Core Set,2,2,45,30,45,2.8393,2015,14,7.74705,6.83311,3075,8148,"Alex Davy, James Kniffen, Corey Konieczka, Jay Little, Adam Sadler, Brady Sadler"
627,https://boardgamegeek.com/boardgame/5782,5782,Coloretto,2,5,30,30,30,1.2782,2003,8,6.97741,6.83029,20398,26920,Michael Schacht
628,https://boardgamegeek.com/boardgame/325635,325635,Unmatched: Little Red Riding Hood vs. Beowulf,2,2,20,20,20,1.9091,2020,9,8.2159,6.83116,2033,6678,"Noah Cohen, Rob Daviau, Justin D. Jacobson, Brian Neff"
629,https://boardgamegeek.com/boardgame/242705,242705,Aeon Trespass: Odyssey,1,4,0,90,0,4.7306,2022,12,9.2243,6.82951,1955,3429,Marcin Wełnicki
630,https://boardgamegeek.com/boardgame/432,432,6 nimmt!,2,10,45,45,45,1.1978,1994,8,6.95432,6.82901,27341,39102,Wolfgang Kramer
631,https://boardgamegeek.com/boardgame/224710,224710,Zombicide: Green Horde,1,6,60,60,60,2.4941,2018,14,7.71198,6.82467,3931,10830,"Raphaël Guiton, Jean-Baptiste Lullien, Nicolas Raoult"
632,https://boardgamegeek.com/boardgame/190082,190082,Whitehall Mystery,2,4,60,45,60,2.1121,2017,13,7.56472,6.82459,3636,7069,"Gabriele Mari, Gianluca Santopietro"
633,https://boardgamegeek.com/boardgame/10547,10547,Betrayal at House on the Hill,3,6,60,60,60,2.3885,2004,12,7.03502,6.82412,44032,73895,"Bruce Glassco, Rob Daviau, Bill McQuillan, Mike Selinker, Teeuwynn Woodruff"
634,https://boardgamegeek.com/boardgame/699,699,HeroQuest,2,5,90,90,90,2.1411,1989,14,7.17917,6.8238,12945,21823,Stephen Baker
635,https://boardgamegeek.com/boardgame/174785,174785,Mare Nostrum: Empires,3,5,120,90,120,2.9621,2016,14,7.52767,6.82349,3988,6121,Serge Laget
636,https://boardgamegeek.com/boardgame/37904,37904,Formula D,2,10,60,60,60,1.9777,2008,8,7.00238,6.82332,19047,26096,"Laurent Lavaur, Eric Randall"
637,https://boardgamegeek.com/boardgame/119432,119432,Snowdonia,1,5,90,30,90,2.9932,2012,10,7.3437,6.82287,4917,4946,Tony Boydell
638,https://boardgamegeek.com/boardgame/46,46,Medici,2,6,60,60,60,2.2496,1995,10,7.16314,6.82266,7959,8534,Reiner Knizia
639,https://boardgamegeek.com/boardgame/355093,355093,Woodcraft,1,4,120,60,120,3.8308,2022,12,7.78039,6.8217,2805,5360,"Ross Arnold, Vladimír Suchý"
640,https://boardgamegeek.com/boardgame/198953,198953,Pax Renaissance,2,4,120,60,120,4.4591,2016,12,8.00874,6.82179,2289,4102,"Phil Eklund, Matt Eklund"
641,https://boardgamegeek.com/boardgame/24508,24508,Taluva,2,4,45,45,45,2.26,2006,8,7.1487,6.82103,8495,8516,Marcel-André Casasola Merkle
642,https://boardgamegeek.com/boardgame/1353,1353,Time's Up!,4,18,90,90,90,1.2048,1999,12,7.28542,6.82089,5675,6113,Peter Sarrett
643,https://boardgamegeek.com/boardgame/244115,244115,Shards of Infinity,2,4,30,30,30,1.9868,2018,10,7.50145,6.81863,4163,7341,"Gary Arant, Justin Gary"
644,https://boardgamegeek.com/boardgame/163166,163166,One Night Ultimate Werewolf: Daybreak,3,7,10,10,10,1.3894,2015,8,7.32158,6.81834,5715,14317,"Ted Alspach, Akihisa Okui"
645,https://boardgamegeek.com/boardgame/257501,257501,KeyForge: Call of the Archons,2,2,45,15,45,2.5139,2018,14,7.13722,6.81752,11053,16563,Richard Garfield
646,https://boardgamegeek.com/boardgame/293296,293296,Splendor: Marvel,2,4,30,30,30,1.8571,2020,10,7.61025,6.81702,3671,8613,Marc André
647,https://boardgamegeek.com/boardgame/209778,209778,Magic Maze,1,8,15,15,15,1.7731,2017,8,6.97389,6.81592,20081,31043,Kasper Lapp
648,https://boardgamegeek.com/boardgame/1513,1513,The Republic of Rome,1,6,300,300,300,4.3583,1990,14,7.53218,6.81462,4136,6195,"Richard Berthold, Don Greenwood, Robert Haines"
649,https://boardgamegeek.com/boardgame/121408,121408,Trains,2,4,45,45,45,2.3785,2012,12,7.13423,6.8144,8252,10430,Hisashi Hayashi
650,https://boardgamegeek.com/boardgame/13004,13004,The Downfall of Pompeii,2,4,45,45,45,1.8458,2004,10,7.14717,6.81287,8144,9382,Klaus-Jürgen Wrede
651,https://boardgamegeek.com/boardgame/357563,357563,Akropolis,2,4,30,20,30,1.7849,2022,8,7.54938,6.81273,3721,5586,Jules Messaud
652,https://boardgamegeek.com/boardgame/296912,296912,Fort,2,4,40,20,40,2.4279,2020,10,7.15595,6.81005,8325,16374,Grant Rodiek
653,https://boardgamegeek.com/boardgame/171499,171499,Cacao,2,4,45,45,45,1.8175,2015,8,7.08582,6.8097,10409,12995,Phil Walker-Harding
654,https://boardgamegeek.com/boardgame/180511,180511,Shakespeare,1,4,90,20,90,2.9944,2015,13,7.42225,6.80859,4274,5578,Hervé Rigal
655,https://boardgamegeek.com/boardgame/308119,308119,Pax Renaissance: 2nd Edition,1,4,120,60,120,4.5602,2021,12,8.59171,6.80943,1529,3779,"Phil Eklund, Matt Eklund"
656,https://boardgamegeek.com/boardgame/107529,107529,Kingdom Builder,2,4,45,45,45,2.0624,2011,8,6.94773,6.80708,22584,28218,Donald X. Vaccarino
657,https://boardgamegeek.com/boardgame/3201,3201,Lord of the Rings: The Confrontation,2,2,30,30,30,2.1895,2002,12,7.20418,6.80549,6865,8286,Reiner Knizia
658,https://boardgamegeek.com/boardgame/350933,350933,The Guild of Merchant Explorers,1,4,45,45,45,2.0345,2022,14,7.76857,6.80808,2677,4794,"Matthew Dunstan, Brett J. Gilbert"
659,https://boardgamegeek.com/boardgame/552,552,Bus,3,5,120,120,120,3.0403,1999,14,7.59324,6.80505,3201,4286,"Jeroen Doumen, Joris Wiersinga"
660,https://boardgamegeek.com/boardgame/21763,21763,Mr. Jack,2,2,30,30,30,2.175,2006,9,6.98183,6.80416,17455,22574,"Bruno Cathala, Ludovic Maublanc"
661,https://boardgamegeek.com/boardgame/258036,258036,Between Two Castles of Mad King Ludwig,2,7,60,45,60,2.1679,2018,10,7.25371,6.80342,5889,9677,"Matthew O'Malley, Ben Rosset"
662,https://boardgamegeek.com/boardgame/50750,50750,Belfort,2,5,120,120,120,3.0465,2011,12,7.21982,6.80156,6287,7574,"Jay Cormier, Sen-Foong Lim"
663,https://boardgamegeek.com/boardgame/58281,58281,Summoner Wars,2,4,60,30,60,2.3387,2009,9,7.23028,6.8007,6515,5991,Colby Dauch
664,https://boardgamegeek.com/boardgame/318009,318009,Dinosaur Island: Rawr 'n Write,1,4,45,30,45,2.8158,2021,10,7.77018,6.80011,2777,7537,"Brian Lewis, David McGregor, Marissa Misura"
665,https://boardgamegeek.com/boardgame/100423,100423,Elder Sign,1,8,90,90,90,2.3457,2011,13,6.97154,6.79861,24617,40174,"Richard Launius, Kevin Wilson"
666,https://boardgamegeek.com/boardgame/271518,271518,Disney Villainous: Wicked to the Core,2,3,60,40,60,2.383,2019,10,7.56221,6.79731,4031,15662,Prospero Hall
667,https://boardgamegeek.com/boardgame/73171,73171,Earth Reborn,2,4,180,180,180,3.8974,2010,13,7.62115,6.79567,3346,6234,Christophe Boelinger
668,https://boardgamegeek.com/boardgame/30380,30380,Cuba,2,5,120,75,120,3.2614,2007,10,7.13021,6.79423,8250,8804,"Michael Rieneck, Stefan Stadler"
669,https://boardgamegeek.com/boardgame/135779,135779,A Fake Artist Goes to New York,5,10,20,20,20,1.1371,2011,8,7.15005,6.79078,7321,12935,Jun Sasaki
670,https://boardgamegeek.com/boardgame/300300,300300,Chronicles of Crime: 1400,1,4,90,60,90,2.037,2020,12,7.78199,6.788,3245,10329,"David Cicurel, Wojciech Grajkowski"
671,https://boardgamegeek.com/boardgame/70512,70512,Luna,1,4,100,60,100,3.3333,2010,12,7.2985,6.78848,4958,6600,Stefan Feld
672,https://boardgamegeek.com/boardgame/88,88,Torres,2,4,60,60,60,2.8621,1999,10,7.09296,6.78841,9491,13550,"Michael Kiesling, Wolfgang Kramer"
673,https://boardgamegeek.com/boardgame/153016,153016,Telestrations: 12 Player Party Pack,4,12,30,30,30,1.0698,2011,12,7.73772,6.78806,2770,5301,(Uncredited)
674,https://boardgamegeek.com/boardgame/113294,113294,Escape: The Curse of the Temple,1,5,10,10,10,1.4782,2012,8,6.96517,6.7877,16653,20845,Kristian Amundsen Østby
675,https://boardgamegeek.com/boardgame/336794,336794,Galaxy Trucker (Second Edition),2,4,30,20,30,2.3433,2021,8,7.54569,6.78797,3445,8523,Vlaada Chvátil
676,https://boardgamegeek.com/boardgame/121288,121288,Dixit: Journey,3,6,30,30,30,1.2615,2012,8,7.39064,6.78714,4516,8252,Jean-Louis Roubira
677,https://boardgamegeek.com/boardgame/233247,233247,Civilization: A New Dawn,2,4,120,60,120,3.1454,2017,14,7.26661,6.78551,6273,11291,James Kniffen
678,https://boardgamegeek.com/boardgame/2398,2398,Cribbage,2,6,30,30,30,1.9038,1630,10,7.08599,6.78507,9599,15189,Sir John Suckling
679,https://boardgamegeek.com/boardgame/203416,203416,Exit: The Game – The Pharaoh's Tomb,1,6,90,45,90,2.7662,2016,12,7.17606,6.78462,6354,11468,"Inka Brand, Markus Brand"
680,https://boardgamegeek.com/boardgame/150997,150997,Shadows of Brimstone: Swamps of Death,1,4,180,90,180,3.3953,2014,12,8.03574,6.78445,2387,5571,Jason C. Hill
681,https://boardgamegeek.com/boardgame/126792,126792,Myrmes,2,4,120,60,120,3.4478,2012,13,7.264,6.7834,5470,6910,Yoann Levet
682,https://boardgamegeek.com/boardgame/163839,163839,Feudum,2,5,180,80,180,4.5944,2018,12,7.61504,6.78354,3565,6199,Mark K. Swanson
683,https://boardgamegeek.com/boardgame/134726,134726,Smash Up: Awesome Level 9000,2,2,45,45,45,2.1271,2013,12,7.2242,6.78285,6933,18401,Paul Peterson
684,https://boardgamegeek.com/boardgame/193558,193558,The Oracle of Delphi,2,4,100,70,100,2.9928,2016,12,7.29009,6.78243,4974,6634,Stefan Feld
685,https://boardgamegeek.com/boardgame/307002,307002,Regicide,1,4,30,10,30,1.9438,2020,10,7.47894,6.7822,3885,6036,"Paul Abrahams, Luke Badger, Andy Richdale"
686,https://boardgamegeek.com/boardgame/213893,213893,Yamataï,2,4,80,40,80,2.9583,2017,13,7.19583,6.78157,6398,9276,"Bruno Cathala, Marc Paquien"
687,https://boardgamegeek.com/boardgame/132018,132018,Churchill,1,3,300,60,300,3.338,2015,14,7.67183,6.78165,2897,4851,Mark Herman
688,https://boardgamegeek.com/boardgame/306040,306040,Merv: The Heart of the Silk Road,1,4,90,90,90,3.4514,2020,14,7.55078,6.78108,3349,6198,Fabio Lopiano
689,https://boardgamegeek.com/boardgame/2955,2955,Mexica,2,4,90,90,90,2.6962,2002,10,7.24279,6.78056,5686,9130,"Michael Kiesling, Wolfgang Kramer"
690,https://boardgamegeek.com/boardgame/242639,242639,Treasure Island,2,5,45,45,45,2.2453,2018,10,7.24591,6.78012,5799,10210,Marc Paquien
691,https://boardgamegeek.com/boardgame/231581,231581,AuZtralia,1,4,120,30,120,2.9141,2018,13,7.37207,6.77944,4461,7185,Martin Wallace
692,https://boardgamegeek.com/boardgame/154825,154825,Arkwright,2,4,240,120,240,4.5985,2014,12,7.81077,6.77913,2416,4062,Stefan Risthaus
693,https://boardgamegeek.com/boardgame/304051,304051,Creature Comforts,1,5,45,45,45,2.3269,2022,8,7.54385,6.77792,3718,7847,Roberta Taylor
694,https://boardgamegeek.com/boardgame/87890,87890,Prêt-à-Porter,2,4,90,90,90,3.5603,2010,10,7.34119,6.77766,4601,8769,"Piotr Haraszczak, Ignacy Trzewiczek"
695,https://boardgamegeek.com/boardgame/123540,123540,Tokaido,2,5,45,45,45,1.7467,2012,8,6.94121,6.77705,24701,36010,Antoine Bauza
696,https://boardgamegeek.com/boardgame/284760,284760,Disney Villainous: Evil Comes Prepared,2,3,60,40,60,2.3409,2019,10,7.57431,6.77721,3755,15296,Prospero Hall
697,https://boardgamegeek.com/boardgame/69789,69789,Ascension: Deckbuilding Game,1,4,30,30,30,2.1424,2010,13,7.03321,6.77622,13107,14229,"John Fiorillo, Justin Gary, Brian M. Kibler"
698,https://boardgamegeek.com/boardgame/244114,244114,Yellow & Yangtze,2,4,90,90,90,3.092,2018,14,7.84468,6.77669,2362,3489,Reiner Knizia
